學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),大陸地區來臺學位生小計,大陸地區來臺學位生男,大陸地區來臺學位生女,大陸地區來臺學位生數之在學比率(%)
109,公立,一般大學,0007,國立陽明交通大學,10411086,運輸與物流管理學系物流管理碩士班,碩士班(日間),1,0,1,2.38
109,公立,一般大學,0007,國立陽明交通大學,03211015,傳播與科技學系,學士班(日間),1,0,1,0.60
109,公立,一般大學,0007,國立陽明交通大學,07141050,電機工程學系,學士班(日間),2,1,1,0.23
109,公立,一般大學,0007,國立陽明交通大學,02299010,社會與文化研究所,博士班,10,3,7,21.74
109,公立,一般大學,0007,國立陽明交通大學,04121020,資訊管理與財務金融學系財務金融博士班,博士班,4,2,2,11.76
109,公立,一般大學,0007,國立陽明交通大學,04131018,管理科學系,博士班,2,1,1,8.33
109,公立,一般大學,0007,國立陽明交通大學,06131022,資訊管理研究所,博士班,1,1,0,2.86
109,公立,一般大學,0007,國立陽明交通大學,06131061,資訊科學與工程研究所,博士班,4,2,2,2.78
109,公立,一般大學,0007,國立陽明交通大學,07121076,環境工程研究所,博士班,1,1,0,4.00
109,公立,一般大學,0007,國立陽明交通大學,07141053,電子研究所,博士班,5,2,3,3.70
109,公立,一般大學,0008,國立中央大學,04131023,企業管理學系,學士班(日間),2,0,2,0.50
109,公立,一般大學,0008,國立中央大學,06131053,資訊管理學系,學士班(日間),1,1,0,0.24
109,公立,一般大學,0008,國立中央大學,07151064,機械工程學系,學士班(日間),3,3,0,0.56
109,公立,一般大學,0008,國立中央大學,07321067,土木工程學系,學士班(日間),1,1,0,0.27
109,公立,一般大學,0008,國立中央大學,02231011,哲學研究所,博士班,1,1,0,3.70
109,公立,一般大學,0008,國立中央大學,04121024,財務金融學系,學士班(日間),1,1,0,0.38
109,公立,一般大學,0008,國立中央大學,06131059,資訊工程學系,學士班(日間),2,0,2,0.48
109,公立,一般大學,0008,國立中央大學,01115001,學習與教學研究所,博士班,2,0,2,7.69
109,公立,一般大學,0008,國立中央大學,02322006,中國文學系,博士班,5,2,3,16.13
109,公立,一般大學,0008,國立中央大學,04131023,企業管理學系,博士班,6,2,4,7.14
109,公立,一般大學,0008,國立中央大學,05323039,水文與海洋科學研究所,博士班,1,0,1,8.33
109,公立,一般大學,0008,國立中央大學,06131059,資訊工程學系,博士班,1,1,0,1.27
109,公立,一般大學,0008,國立中央大學,07112070,材料科學與工程研究所,博士班,1,0,1,5.56
109,公立,一般大學,0008,國立中央大學,07121072,環境工程研究所,博士班,1,0,1,6.25
109,公立,一般大學,0008,國立中央大學,07111069,化學工程與材料工程學系,博士班,1,1,0,2.94
109,公立,一般大學,0008,國立中央大學,01115001,學習與教學研究所,碩士班(日間),1,0,1,2.94
109,公立,一般大學,0008,國立中央大學,02191004,藝術學研究所,碩士班(日間),6,2,4,20.69
109,公立,一般大學,0008,國立中央大學,02231011,哲學研究所,碩士班(日間),2,1,1,8.33
109,公立,一般大學,0008,國立中央大學,02299012,亞際文化研究國際碩士學位學程(台灣聯合大學系統),碩士班(日間),2,1,1,11.76
109,公立,一般大學,0008,國立中央大學,02322006,中國文學系,碩士班(日間),4,1,3,6.67
109,公立,一般大學,0008,國立中央大學,03111013,經濟學系,碩士班(日間),3,2,1,9.68
109,公立,一般大學,0008,國立中央大學,03131017,認知神經科學研究所,碩士班(日間),2,1,1,10.00
109,公立,一般大學,0008,國立中央大學,04121024,財務金融學系,碩士班(日間),6,3,3,9.23
109,公立,一般大學,0008,國立中央大學,04199027,人力資源管理研究所,碩士班(日間),1,0,1,1.64
109,公立,一般大學,0008,國立中央大學,05421052,統計研究所,碩士班(日間),2,1,1,4.35
109,公立,一般大學,0008,國立中央大學,06131059,資訊工程學系,碩士班(日間),7,6,1,2.67
109,公立,一般大學,0008,國立中央大學,07121072,環境工程研究所,碩士班(日間),1,1,0,1.14
109,公立,一般大學,0008,國立中央大學,07141057,光電科學與工程學系,碩士班(日間),1,1,0,0.60
109,公立,一般大學,0008,國立中央大學,07141060,通訊工程學系,碩士班(日間),4,3,1,3.03
109,公立,一般大學,0008,國立中央大學,07321067,土木工程學系,博士班,3,3,0,4.84
109,公立,一般大學,0008,國立中央大學,02221010,歷史研究所,碩士班(日間),2,0,2,6.45
109,公立,一般大學,0008,國立中央大學,04111022,會計研究所,碩士班(日間),2,1,1,6.67
109,公立,一般大學,0008,國立中央大學,04131023,企業管理學系,碩士班(日間),4,3,1,2.92
109,公立,一般大學,0008,國立中央大學,04211030,法律與政府研究所,碩士班(日間),2,1,1,4.44
109,公立,一般大學,0008,國立中央大學,05331042,物理學系,碩士班(日間),1,1,0,1.14
109,公立,一般大學,0008,國立中央大學,05411051,數學系,碩士班(日間),2,1,1,2.86
109,公立,一般大學,0008,國立中央大學,06131053,資訊管理學系,碩士班(日間),3,3,0,2.27
109,公立,一般大學,0008,國立中央大學,07111069,化學工程與材料工程學系,碩士班(日間),1,1,0,0.74
109,公立,一般大學,0008,國立中央大學,07132066,能源工程研究所,碩士班(日間),1,1,0,2.17
109,公立,一般大學,0008,國立中央大學,07141055,電機工程學系,碩士班(日間),3,3,0,0.91
109,公立,一般大學,0008,國立中央大學,07321067,土木工程學系,碩士班(日間),3,3,0,1.50
109,公立,一般大學,0008,國立中央大學,07151064,機械工程學系,碩士班(日間),3,3,0,1.17
109,公立,一般大學,0008,國立中央大學,07193074,生醫科學與工程學系生物醫學工程碩士班,碩士班(日間),1,1,0,1.75
109,公立,一般大學,0008,國立中央大學,02322006,中國文學系,學士班(日間),1,0,1,0.48
109,公立,一般大學,0009,國立中山大學,02322005,中國文學系,學士班(日間),3,0,3,1.55
109,公立,一般大學,0009,國立中山大學,04121024,財務管理學系,學士班(日間),2,0,2,0.97
109,公立,一般大學,0009,國立中山大學,04131021,企業管理學系,學士班(日間),1,0,1,0.26
109,公立,一般大學,0009,國立中山大學,04134010,政治經濟學系,學士班(日間),1,0,1,0.49
109,公立,一般大學,0009,國立中山大學,05111033,生物科學系,學士班(日間),1,0,1,0.52
109,公立,一般大學,0009,國立中山大學,05311037,化學系,學士班(日間),1,1,0,0.47
109,公立,一般大學,0009,國立中山大學,06131052,資訊管理學系,學士班(日間),1,1,0,0.49
109,公立,一般大學,0009,國立中山大學,03143016,中國與亞太區域研究所,博士班,1,0,1,1.54
109,公立,一般大學,0009,國立中山大學,04121024,財務管理學系,博士班,4,3,1,17.39
109,公立,一般大學,0009,國立中山大學,07121064,環境工程研究所,博士班,1,0,1,3.33
109,公立,一般大學,0009,國立中山大學,04199025,行銷傳播管理研究所,碩士班(日間),10,6,4,12.66
109,公立,一般大學,0009,國立中山大學,05323047,海洋科學系,博士班,2,2,0,15.38
109,公立,一般大學,0009,國立中山大學,02231008,哲學研究所,碩士班(日間),3,2,1,9.38
109,公立,一般大學,0009,國立中山大學,02311006,外國語文學系,碩士班(日間),1,0,1,2.38
109,公立,一般大學,0009,國立中山大學,02322005,中國文學系,碩士班(日間),10,2,8,17.54
109,公立,一般大學,0009,國立中山大學,03121011,政治學研究所,碩士班(日間),1,1,0,2.04
109,公立,一般大學,0009,國立中山大學,03141013,社會學系,碩士班(日間),1,0,1,3.33
109,公立,一般大學,0009,國立中山大學,04121024,財務管理學系,碩士班(日間),3,1,2,3.45
109,公立,一般大學,0009,國立中山大學,04131028,人力資源管理研究所,碩士班(日間),1,0,1,1.25
109,公立,一般大學,0009,國立中山大學,05311037,化學系,碩士班(日間),1,0,1,0.86
109,公立,一般大學,0009,國立中山大學,06111055,資訊工程學系,碩士班(日間),6,5,1,2.62
109,公立,一般大學,0009,國立中山大學,07122065,海洋環境及工程學系,碩士班(日間),3,3,0,4.62
109,公立,一般大學,0009,國立中山大學,05323047,海洋科學系,碩士班(日間),1,1,0,2.63
109,公立,一般大學,0009,國立中山大學,06131052,資訊管理學系,碩士班(日間),3,2,1,2.46
109,公立,一般大學,0009,國立中山大學,07112063,材料與光電科學學系,碩士班(日間),1,1,0,0.96
109,公立,一般大學,0009,國立中山大學,07121064,環境工程研究所,碩士班(日間),2,1,1,3.77
109,公立,一般大學,0009,國立中山大學,07151061,機械與機電工程學系,碩士班(日間),1,1,0,0.56
109,公立,一般大學,0009,國立中山大學,05323047,海洋科學系,學士班(日間),1,1,0,0.76
109,公立,一般大學,0009,國立中山大學,07112063,材料與光電科學學系,學士班(日間),1,1,0,0.48
109,公立,一般大學,0009,國立中山大學,07151061,機械與機電工程學系,學士班(日間),1,1,0,0.23
109,公立,一般大學,0009,國立中山大學,02322005,中國文學系,博士班,5,1,4,21.74
109,公立,一般大學,0012,國立臺灣海洋大學,04199056,海洋經營管理學士學位學程,學士班(日間),1,1,0,0.88
109,公立,一般大學,0012,國立臺灣海洋大學,05121018,海洋生物科技學士學位學程,學士班(日間),1,1,0,0.91
109,公立,一般大學,0012,國立臺灣海洋大學,07151036,機械與機電工程學系,學士班(日間),3,3,0,0.87
109,公立,一般大學,0012,國立臺灣海洋大學,07211042,食品科學系,學士班(日間),3,1,2,0.74
109,公立,一般大學,0012,國立臺灣海洋大學,04212009,海洋法律研究所,博士班,1,1,0,3.85
109,公立,一般大學,0012,國立臺灣海洋大學,07122041,海洋工程科技博士學位學程,博士班,4,1,3,57.14
109,公立,一般大學,0012,國立臺灣海洋大學,07122041,海洋工程科技學士學位學程,學士班(日間),1,1,0,1.15
109,公立,一般大學,0012,國立臺灣海洋大學,05323017,海洋生物研究所,博士班,3,2,1,14.29
109,公立,一般大學,0012,國立臺灣海洋大學,04212009,海洋法律研究所,碩士班(日間),1,0,1,1.54
109,公立,一般大學,0012,國立臺灣海洋大學,07122040,河海工程學系,碩士班(日間),1,1,0,1.54
109,公立,一般大學,0012,國立臺灣海洋大學,10412048,航運管理學系,碩士班(日間),1,0,1,1.03
109,公立,一般大學,0013,國立中正大學,02322011,中國文學系,學士班(日間),1,1,0,0.56
109,公立,一般大學,0013,國立中正大學,03131019,心理學系,學士班(日間),1,1,0,0.46
109,公立,一般大學,0013,國立中正大學,03211028,傳播學系,學士班(日間),1,0,1,0.53
109,公立,一般大學,0013,國立中正大學,04111032,會計與資訊科技學系,學士班(日間),1,0,1,0.43
109,公立,一般大學,0013,國立中正大學,07151058,機械工程學系,學士班(日間),1,0,1,0.28
109,公立,一般大學,0013,國立中正大學,01111001,教育學研究所教育學博士班,博士班,1,1,0,3.23
109,公立,一般大學,0013,國立中正大學,01111001,教育學研究所課程博士班,博士班,1,0,1,3.70
109,公立,一般大學,0013,國立中正大學,02221015,歷史學系,博士班,1,1,0,3.57
109,公立,一般大學,0013,國立中正大學,03131019,心理學系,博士班,1,0,1,7.69
109,公立,一般大學,0013,國立中正大學,04212040,財經法律學系,學士班(日間),1,0,1,0.50
109,公立,一般大學,0013,國立中正大學,06131055,資訊工程學系,學士班(日間),1,1,0,0.25
109,公立,一般大學,0013,國立中正大學,07111061,化學工程學系,學士班(日間),1,1,0,0.54
109,公立,一般大學,0013,國立中正大學,04131033,企業管理學系,博士班,1,1,0,1.85
109,公立,一般大學,0013,國立中正大學,04211039,法律學系,博士班,1,0,1,2.33
109,公立,一般大學,0013,國立中正大學,02322011,中國文學系,碩士班(日間),1,0,1,2.56
109,公立,一般大學,0013,國立中正大學,04211039,法律學系,碩士班(日間),1,1,0,0.56
109,公立,一般大學,0013,國立中正大學,07141054,電機工程學系,碩士班(日間),1,1,0,0.32
109,公立,一般大學,0013,國立中正大學,03199026,犯罪防治學系,博士班,1,1,0,2.17
109,公立,一般大學,0013,國立中正大學,04111032,會計與資訊科技學系,博士班,1,1,0,4.35
109,公立,一般大學,0013,國立中正大學,09231063,社會福利學系,博士班,2,2,0,7.69
109,公立,一般大學,0013,國立中正大學,04212040,財經法律學系,碩士班(日間),3,2,1,2.91
109,公立,一般大學,0013,國立中正大學,02311012,外國語文學系,學士班(日間),1,1,0,0.47
109,公立,一般大學,0014,國立高雄師範大學,02123024,工業設計學系,學士班(日間),1,0,1,0.79
109,公立,一般大學,0014,國立高雄師範大學,02322019,國文學系,學士班(日間),2,0,2,0.58
109,公立,一般大學,0014,國立高雄師範大學,04131032,事業經營學系,學士班(日間),2,0,2,1.47
109,公立,一般大學,0014,國立高雄師範大學,05411038,數學系,學士班(日間),1,1,0,0.33
109,公立,一般大學,0014,國立高雄師範大學,07141041,電子工程學系,學士班(日間),1,1,0,0.60
109,公立,一般大學,0014,國立高雄師範大學,02112022,視覺設計學系,學士班(日間),3,1,2,1.71
109,公立,一般大學,0014,國立高雄師範大學,01111001,教育學系,博士班,3,0,3,3.53
109,公立,一般大學,0014,國立高雄師範大學,01113010,特殊教育學系特殊教育博士班,博士班,3,1,2,9.09
109,公立,一般大學,0014,國立高雄師範大學,01111001,教育學系,碩士班(日間),1,0,1,1.85
109,公立,一般大學,0014,國立高雄師範大學,02131012,美術學系,碩士班(日間),4,1,3,4.40
109,公立,一般大學,0014,國立高雄師範大學,04131032,事業經營學系,碩士班(日間),2,2,0,8.70
109,公立,一般大學,0014,國立高雄師範大學,01112009,成人教育研究所,博士班,2,2,0,3.23
109,公立,一般大學,0014,國立高雄師範大學,01141006,科學教育暨環境教育研究所科學教育博士班,博士班,2,2,0,4.00
109,公立,一般大學,0014,國立高雄師範大學,02112022,視覺設計學系,碩士班(日間),2,1,1,3.17
109,公立,一般大學,0014,國立高雄師範大學,06132039,軟體工程與管理學系,碩士班(日間),1,1,0,3.57
109,公立,一般大學,0015,國立彰化師範大學,04111028,會計學系,學士班(日間),2,0,2,0.60
109,公立,一般大學,0015,國立彰化師範大學,02322019,國文學系,博士班,1,1,0,2.70
109,公立,一般大學,0015,國立彰化師範大學,04121031,財務金融技術學系,博士班,1,1,0,1.30
109,公立,一般大學,0015,國立彰化師範大學,04131033,人力資源管理研究所,博士班,1,1,0,3.70
109,公立,一般大學,0015,國立彰化師範大學,07151054,機電工程學系,博士班,1,1,0,5.56
109,公立,一般大學,0015,國立彰化師範大學,02131017,美術學系,碩士班(日間),2,0,2,5.71
109,公立,一般大學,0015,國立彰化師範大學,02322019,國文學系,學士班(日間),1,0,1,0.30
109,公立,一般大學,0015,國立彰化師範大學,04121031,財務金融技術學系,學士班(日間),2,2,0,1.30
109,公立,一般大學,0015,國立彰化師範大學,04131029,企業管理學系,學士班(日間),3,2,1,1.49
109,公立,一般大學,0015,國立彰化師範大學,06131040,資訊管理學系,學士班(日間),3,2,1,1.47
